Control ID,Control,Control Description,Criticality,Domain,Framework (FK),Identifier,Implementation Guidance,Is Active,Mapped Controls,Type,Weight
209,,A formal methodology is defined for thorough technical testing that elements to exploit vulnerabilities and securely weaknesses via simulated attack methods by a competent analyst. The entity may also want to consider including in their written agreements with TPSPs will understand whether the TPSP has in place processes providing a service. It is important to understand the primary TPSP to achieve overall compliance of services and what the TPSP has in place within the secondary entities in place with the TPSP may use. The TPSP entities can consider including coverage in their written agreements to cover TPSP's primary use.,,Requirement 6: Develop and Maintain Secure Systems and Applications,7,6.2.2,"Scanning for vulnerabilities alone is not a generation test. Adequate focus is solely on trying to exploit vulnerabilities in the testing strategy. Conducting a vulnerability scan may be one of the first steps and it is not the only requirement. Even a vulnerability scan does not detect know vulnerabilities. The penetration testing process must ensure society gaps. Penetration testing is a highly manual process. When an automated tool is used, the tester uses her knowledge of systems to gain access to the environment. Other the tester will assess using through years of defenses. For example the tester may prompt to use existing system new and data based on the uses to which the computer system applies. tested in ways to identify areas of potential weakness in the protection the system command the monitoring and detection should also be. The entity also want to consider including in their written agreements with TPSPs will understand whether the TPSP has in place processes providing a service. It is important to understand the primary TPSP to achieve overall compliance of services and what the TPSP has in place within the secondary entities in place with the TPSP may use. The TPSP entities can consider including coverage in their written agreements to cover TPSP's primary use. Refer to the information Security Assurance for further guidance.",Yes,,,
210,,"Retain audit log history for at least 12 months, with at least the most recent three months immediately available for analysis.",,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.5.1,Maintain historical audit logs for at least 12 months because compromises often go undetected for significant lengths of time. Hardening controls to better defend the systems themselves becomes ineffective if logs are not maintained historically to allow timely identification and minimization impact of a data compromise.,Yes,,,
211,,"Examine documentation to verify that the retention policy is in place requiring that audit logs, with at least the most recent three months immediately available online.",,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.5.1.a,Retain historical logs for at least 12 months because compromises often go undetected for significant lengths of time. By retaining three months of immediately available audit logs can readily identify and minimize impact of a data compromise.,Yes,,,
212,,"Examine conditions of audit log history, interview personnel and examine audit logs history to determine if need to assess history, interview personnel and examine audit logs and ensure history is retained for at least 12 months.",,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.5.1.b,Macros that allow eggs to be immediately available include storing logs or rosing eggs quickly from backups.,Yes,,,
213,,Interview personnel and assess to verify that at least the most recent activity audit history is immediately available for analysis.,,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.5.1.c,Historical records of activity are available immediately to support incident response and are retained for at least 12 months.,Yes,,,
214,,"Time-synchronization technology is used to synchronize clocks on multiple systems. When time-synchronization clocks are properly synchronized, it can be difficult if not impossible to complete a forensic investigation after a security breach occurs. For post-incident forensics teams, the accuracy and consistency of the access logs across all systems and devices are critical for forensics analysis.",,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.6.1,"The synchronization technology is used to synchronize system clocks on multiple systems. When time-synchronization clocks are properly synchronized and kept current, it makes possible to complete a forensic investigation if a security breach occurs.|Network Time Protocol (NTP) is one example of time-synchronization technology.",Yes,,,
215,,Systems is configured to be correct and consistent times is flows. One or more designated time servers are used. Receive time from external sources. The retrieval sources is based on International Atomic Time (UTC). The designated time servers) local time. Update includes industry-accepted sources. When there is more than one designated time servers per with on another to keep accurate time. Internal systems receive time information only from designated time servers.,,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.6.2,"Using reliable line servers is a critical process. Accepting time updates from specific, industry-approved sources helps prevent malicious changes on systems. An Auditor option to prevent unauthorized use of internal time servers is to encrypt and compress clearly the IP address control lists that specify the time updates will be provided with the time updates.",Yes,,,
216,,Examine system configurations and time-related settings to determine if synchronization settings and logs and data is restricted to only personnel with a business need.,,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.6.3.a,"Attacks will try to change line configurations to hide their activity. Therefore, restricting the ability to change or modify time synchronization settings on critical systems will lessen the probability of an attacker successfully changing time configurations.",Yes,,,
217,,Additional requirement for service provider assessments only. Example Examine a service provider's processes for identifying and addressing failures in critical security controls. Failures of critical security control systems are promptly identified and addressed.,,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.7.1,"Without formal processes to detect and alert, which fails to fail, which fails to fail, which fails to fail, which fails to fail, which fails to fail, which fails to fail, which fails to fail, which fails to fail, which fails to fail, which fails to fail|The specified types of failures may vary depending on the function of the device system component and technology to use. Typical failures include a system component failing, a system component not including in its manner such as a firewall erasing all its tubes or going offline.",Yes,,,
218,,"Examine documentation to verify that formal processes are defined for prompt detection and alerting of failures of critical security controls, including but not limited to failure of any critical control systems including any fire suppression systems, anti-malware solutions, process controls, audit logging mechanisms, segmentation controls, audit log review mechanisms, and automated security testing tools (if used).",,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.7.2.a,Failures to critical security controls prompt identification of vulnerabilities depending on the function of the environment system component. These are reviewed mechanisms to ensure critical security controls function or matching in the organization to alert granains is rules|,Yes,,,
219,,Observe detection and alerting processes and verify that failures of critical security controls are detected and reported and that failure of a critical system in the generation of alert,,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.7.2.b,The specific types of failures may vary depending on the function of the environment system component that is reported and that failure of a critical system in the generation of alert requires management is rules|,Yes,,,
220,,Failures to critical security controls promptly identify and address,,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.7.3,This requirement applies to all entities providing and will subnets and suggestions and further includes two additional systems if requirement 10.7.1|,Yes,,,
221,,10.7.3 Ensure all critical security control systems are responsible to quickly and reliably implement to respond to a failure of a critical security control system and document all data from the environment.,,Requirement 10: Log and Monitor All Access to System Components and Cardholder Data,7,10.7.3.a,Failures of critical security control systems are not responsible to quickly and reliably implement to respond to a failure of a critical security control system and document all data from the environment. Defined Approach Testing Procedures: 10.7.3.a Examine documentation and interview documentation processes are defined and documented to identify causes of the failure. Details of the remediation required to address the tool cause. If a failure occurs when documenting the security control system and documented to identify causes of the failure. Security and time start and end of the failure. Determine whether further actions are required as a result of the failure from recurring.|If a failure occurs of critical security control systems are not responsible to quickly and reliably implement to respond to a failure of a critical security control system and document all data from the environment.,Yes,,,
222,,"Processes and mechanisms for regularly testing security systems and networks are defined and understood. Wireless access points are identified and unauthorized wireless access points are addressed. External and internal vulnerabilities are regularly identified, prioritized and addressed. External and internal penetration testing is regularly performed and exploitable vulnerabilities are corrected. Network intrusions and unexpected file changes are detected and responded to. Unauthorized changes on payment pages are detected and responded to.",,Requirement 11: Test Security Systems and Networks Regularly,7,11.1,Processes and mechanisms for regularly testing security systems and networks are defined and understood. This requirement ensures that organizations proactively test and validate the security posture of their systems and networks to identify and remediate vulnerabilities before they can be exploited by malicious actors.,Yes,,,
223,,"Roles and responsibilities for performing activities are documented and assigned, and personnel may not be formally assigned, personnel may not be formally assigned undertake responsibilities",,Requirement 11: Test Security of Systems and Networks,7,11.1.2,"If roles are not formally assigned, personnel may not be aware of their day-to-day responsibilities and critical activities may not occur. Good Practices: Roles and responsibilities may be documented within processes or maintained within separate documents. As part of commencing roles and responsibilities, entities can consider having personnel acknowledge their assigned roles and responsibilities. Examples: A method to document roles and responsibilities is to assign them to responsibility assignment matrix that includes responsible, accountable, consulted and informed (also called a RACI matrix).",Yes,,,
224,,Wireless access points are identified and unauthorized wireless access points are addressed.,,Requirement 11: Test Security Systems and Networks Regularly,7,11.2,Wireless access points are identified and unauthorized wireless access points are addressed. This control ensures that organizations maintain visibility of wireless connectivity and prevent unauthorized access to the network through rogue or misconfigured wireless access points.,Yes,,,
225,,"An inventory of authorized wireless access points is maintained, including a documented business justification for each.",,Requirement 11: Test Security of Systems and Cardholder Data Regularly,7,11.2.2,"An inventory of authorized wireless access points is maintained, including a documented business justification for each. These non-company devices are often treated as an untrusted network and may present a considerable threat to the cardholder data environment if not configured appropriately. A clean inventory ensures that only authorized wireless devices are allowed to connect to the network and helps prevent the connection of unauthorized devices that could be used to gain unauthorized access to CDE and cardholder data.",Yes,,,
226,,"External and internal vulnerabilities are regularly identified, prioritized and addressed.",,Requirement 11: Test Security Systems and Networks Regularly,7,11.3,"External and internal vulnerabilities are regularly identified, prioritized and addressed. This requirement ensures that security weaknesses in systems and applications are systematically discovered and remediated to reduce the attack surface.",Yes,,,
227,,Review responsible personnel and examine internal scan reports and verify that all other applicable vulnerabilities according to the entity's authorized risk rankings at the entity's authorized risk rankings at the entity's authorized risk rankings at the entity's authorized risk rankings at the entity's authorized risk rankings.,,Requirement 11: Test Security of Systems and Cardholder Data,7,11.3.1.b,The importance of addressing over-risk vulnerabilities is subject to the result of risk analysis. Vulnerabilities is subject to result of risk analysis. Vulnerabilities is subject to result of risk analysis.,Yes,,,
228,,"All other applicable vulnerabilities not ranked as high-risk vulnerabilities according to the entity's defined risk ranking process are corrected. Vulnerabilities that are corrected are ranked according to Requirement 6.3.1 and addressed in the order they are ranked, with the highest risk ranked vulnerabilities corrected first. Rescans are conducted as needed.",,Requirement 11: Test Security of Systems and Cardholder Data,7,11.3.1.1,"All vulnerabilities regardless of criticality provide a potential weakness of attack and must therefore be addressed. With the vulnerabilities listed, those ranked according to Requirement 6.3.1 be addressed particularly with the most risk addressed to limit the potential window of attack.",Yes,,,
229,,Internal vulnerability scans are performed after any significant changes as follows: • Vulnerabilities that are either high-risk or critical according to the entity's defined Requirement 6.3.1 are resolved.,,Requirement 11: Testing and Maintaining the Protective Measures of the Security Infrastructure,7,11.3.1.3,Scanning an environment after an environment after any significant changes ensures that changes were completed appropriately such that the security of the environment was not compromised because of the change.|Rescan as needed. Scans are performed quarterly and after significant organizational and system changes (not required to be OSA or ASV).|,Yes,,,
230,,Internal scans and team reports to verify that internal scans were performed and internal scans were performed the significant critical vulnerabilities and all critical vulnerabilities exist (refer to Requirement 6.3.1) resolved,,Requirement 11: Testing and Maintaining the Protective Measures of the Security Infrastructure,7,11.3.1.3.b,Ensures after significant changes as part of the change process. Requirements 6.2 and better considering the change coupled require all critical vulnerabilities and all critical vulnerabilities exist (per Requirement 6.3.1) resolved|The security positi positive all system components is verified following significant changes to the network or systems by using automated tools designed external party and that internal and external party and that internal and external party exist based organizational independence of the better exists.|,Yes,,,
231,,Review occasionally to verify that internal scans are performed by a qualified internal resources is to qualified external party and that organizational independence of the better exists.,,Requirement 11: Testing and Maintaining the Protective Measures of the Security Infrastructure,7,11.3.1.3.c,Authenticated internal vulnerability scanning per Requirement 11.3.1.2 is required for scans performed after significant changes.|,Yes,,,
232,,Examine ASV scan reports from the last 12 months to verify that external vulnerability scans are performed at least once every three months in the most recent 12-month period.,,Requirement 11: Protect Systems and Network from Malicious Software,7,11.3.2.a,"Addresses vulnerabilities that are unpatched or embedded in the network attack surface and does are regularly scanned for vulnerabilities. Because external networks are at greater risk of vulnerability scanning must be performed on the external network at least once per calendar year, and after any significant system change. Recertification requirements as needed to confirm their vulnerability scan results have been corrected as a passing scan.|11.3.2.b Examine the ASV scan report from each scan run in the last 12 months to verify that vulnerabilities and the results are recorded in the report. Approved Scanning Vendor (ASV) are met.",Yes,,,
233,,Examine the ASV scan report to verify every scan report to the Approved Scanning Vendor (ASV).,,Requirement 11: Protect Systems and Network from Malicious Software,7,11.3.2.c,"This requirement is not eligible for the customized approach.|For the initial PCI DSS assessment against this requirement is not required that our passing scan results have been corrected as a passing scan. 2. the entity has documented the three-month vulnerability scan cycle as well as the monthly scan results shown as a scan.|Multiple scan reports can be combined to show that all systems were scanned and all applicable vulnerabilities scan cycle. However, additional documentation may be needed to show all process of being resolved.|See the ASV Program Guide on the PCI SSC website (continued on next page)",Yes,,,
234,,External vulnerability scans are performed after any significant changes as follows: • Vulnerabilities that are scored 4.0 or higher by the CVSS are resolved. • Rescans are conducted as needed. • Scans are performed by qualified personnel and organizational independence of the tester exists (not required to be a CSA or ASV).,,Requirement 11: Test Security of Systems and Cardholder Data Networks,7,11.3.2.1,Scanning an environment after any significant changes ensures that changes appropriately such that the security controls do not compromise the security posture. Entities should include the need to perform scans after significant changes as part of the change management process. Some organizations affected by June 2024 Page 273|11.3.2.1.b Interview personnel and examine external scan and team reports to verify that external scans were performed as defined and the changes and vulnerabilities scores 4.0 or higher the CSA were resolved.|,Yes,,,
235,,External and internal penetration testing is regularly performed and exploitable vulnerabilities are corrected.,,Requirement 11: Test Security Systems and Networks Regularly,7,11.4,External and internal penetration testing is regularly performed and exploitable vulnerabilities are corrected. This control validates the effectiveness of security controls through simulated attacks and ensures that identified vulnerabilities are remediated.,Yes,,,
236,,Examine penetration testing results to verify that noted vulnerabilities and security weaknesses are corrected in accordance with the requirement. • Accordance with the entity's assessment of the security issue as defined in Requirement 6.3.1. • Penetration testing is repeated to verify the corrections.,,Requirement 11: Test Security of Systems and Networks,7,11.4.4,The results of a penetration test are usually a prioritised list of vulnerabilities discovered by a penetration tester. Often a tester will have maintained a system component. For remediation the entity should consider how likely the vulnerability is to be exploited. Listing the entity's own vulnerability risk assessment process (see requirement 6.3.1) ensures the vulnerabilities that pose the highest risk to the entity will be remediated most quickly. As part of the entity assessment of risk entities should consider how likely the vulnerability is to be exploited and whether there are other controls in place to mitigate the risk. Any weaknesses assessment shall point to PCI DSS assessment requirements not being met should be addressed.,Yes,,,
237,,"When an entity uses segmentation controls to isolate the CDE from other networks, perform on-demand testing procedures are defined to test all segmentation controls/methods in accordance with PCI DSS requirements in this requirement.",,Requirement 11: Test Security of Systems and Networks,7,11.4.5.1,"When an entity uses segmentation controls to isolate the CDE from internal unresolved networks, the security of the CDE is dependent on that isolation. Malfunctioning, missing tools and techniques available from the CDE part of the network isolation testing methodology controls involve the entity validating all segmentation controls/methods in accordance with PCI DSS requirement; testing methodologies validate that all elements specified in this requirement can then be applied. Techniques such as lost discovery and port scanning can be used to verify quote-scope assignments are in scope to the CDE.",Yes,,,
238,,Additional requirement for multitenant service providers only: Examine evidence that multitenant service providers support their customers for external penetration testing per Requirement 11.4.3 and 11.4.4.,,Requirement 11: Test Security of Systems and Networks,7,11.4.7,"Entities need to conduct penetration tests in accordance with PCI DSS to simulate attacker behavior and discover vulnerabilities in their networks and systems. Multitenant service providers must ensure their customers have the ability to conduct penetration testing because it is critical for customers to validate their own security controls. There are multitenant service providers that may not allow penetration testing on their part of the network or systems, which can put their customer's cardholder data at risk. This requirement applies to the multitenant service provider, not the customer, because the testing of the multitenant service provider is often necessary to validate the security of the customer's environment. Support customer requests to conduct penetration testing or penetration testing either by any method or technical using has been undertaken (continued on next page)",Yes,,,
239,,Network intrusions and unexpected file changes are detected and responded to.,,Requirement 11: Test Security Systems and Networks Regularly,7,11.5,Network intrusions and unexpected file changes are detected and responded to. This requirement ensures that security monitoring and detection capabilities are in place to identify and respond to suspicious activities and unauthorized modifications.,Yes,,,
240,,"A transmitter-selection and/or inclusion and/or exclusion rule works as follows: prevent continues use in the network with known, suspicious or non-compliant traffic. All traffic is monitored at the perimeter of the CDE. All traffic is monitored at critical points in the CDE. Personnel are alerted if suspected computer resources go unnoticed for long periods of time. The importance of the environment being detected.",,Requirement 11: Testing and Maintaining Network Security,7,11.5.1,This section articulates such as US PCI compare the traffic compare the traffic contains thousands of configurable tools and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware and other malware,Yes,,,
